station,date,aqi,pm25_ug_m3,pm10_ug_m3,no2_ug_m3,so2_ug_m3,co_mg_m3,o3_ug_m3,nh3_ug_m3,daily_aqi_definition,temperature_2m_mean,relative_humidity_2m_mean,wind_speed_10m_max,pressure_msl_mean,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_rolling_mean_3,aqi_rolling_mean_7,aqi_next_day,day_of_week,month,day_of_year_sin,day_of_year_cos
"Ballygunge, Kolkata - WBPCB",2024-04-18,100.0,37.36,93.21,41.23,9.66,0.87,99.57,37.07,mean_of_source_observations,31.9,52,13.1,1004.2,96.0,85.0,98.0,93.0,100.85714285714286,109.0,3,4,0.9540665500578387,-0.2995947563972602
"Ballygunge, Kolkata - WBPCB",2024-04-19,109.0,42.08,99.17,21.12,15.59,0.9,106.07,21.0,mean_of_source_observations,32.1,56,23.8,1002.0,100.0,96.0,85.0,93.66666666666667,95.85714285714286,71.0,4,4,0.9487718864399473,-0.31596187665790293
"Ballygunge, Kolkata - WBPCB",2024-04-20,71.0,30.08,70.77,16.07,4.11,0.39,67.14,21.6,mean_of_source_observations,32.8,64,24.6,1001.3,109.0,100.0,96.0,101.66666666666667,97.71428571428571,71.0,5,4,0.9431964659565866,-0.33223549871590435
"Ballygunge, Kolkata - WBPCB",2024-04-21,71.0,28.06,70.77,16.48,3.44,0.32,70.2,22.53,mean_of_source_observations,33.5,62,21.5,1002.5,71.0,109.0,100.0,93.33333333333333,93.28571428571429,97.0,6,4,0.9373419384643772,-0.3484108069446808
"Ballygunge, Kolkata - WBPCB",2024-04-22,97.0,41.32,96.77,18.6,5.97,0.82,76.22,21.76,mean_of_source_observations,33.2,55,16.0,1004.6,71.0,71.0,109.0,83.66666666666667,90.0,94.0,0,4,0.9312100364121947,-0.3644830148102912
"Ballygunge, Kolkata - WBPCB",2024-04-23,94.0,45.51,93.98,17.03,19.81,0.82,81.47,19.63,mean_of_source_observations,32.4,47,17.8,1004.5,97.0,71.0,71.0,79.66666666666667,89.85714285714286,97.0,1,4,0.9248025743285089,-0.38044736628785164
"Ballygunge, Kolkata - WBPCB",2024-04-24,97.0,47.85,92.49,16.1,18.9,0.64,97.18,24.2,mean_of_source_observations,33.3,49,14.8,1003.5,94.0,97.0,71.0,87.33333333333333,91.14285714285714,134.0,2,4,0.9181214482844365,-0.39629913726891813
"Ballygunge, Kolkata - WBPCB",2024-04-25,134.0,44.29,102.9,17.97,15.46,0.62,123.41,31.78,mean_of_source_observations,33.1,50,15.2,1004.0,97.0,94.0,97.0,96.0,91.28571428571429,73.0,3,4,0.9111686353326631,-0.41203363695942635
"Ballygunge, Kolkata - WBPCB",2024-04-26,73.0,36.09,73.17,13.61,4.9,0.47,68.85,32.74,mean_of_source_observations,32.8,68,19.5,1003.7,134.0,97.0,94.0,108.33333333333333,96.14285714285714,148.0,4,4,0.9039461929224011,-0.42764620926777464
"Ballygunge, Kolkata - WBPCB",2024-04-27,148.0,33.2,78.97,13.36,9.01,0.37,132.89,30.43,mean_of_source_observations,33.4,64,18.0,1003.8,73.0,134.0,97.0,101.33333333333333,91.0,130.0,5,4,0.8964562582905575,-0.44313223418263453
"Ballygunge, Kolkata - WBPCB",2024-04-28,130.0,34.77,76.79,12.79,6.61,,120.54,29.97,mean_of_source_observations,33.7,59,15.3,1004.2,148.0,73.0,134.0,118.33333333333333,102.0,129.0,6,4,0.8887010478292915,-0.45848712914008766
"Ballygunge, Kolkata - WBPCB",2024-04-29,129.0,50.41,96.48,13.54,16.53,0.18,119.52,28.27,mean_of_source_observations,34.1,53,20.7,1004.6,130.0,148.0,73.0,117.0,110.42857142857143,153.0,0,4,0.8806828564301475,-0.47370635037968
"Ballygunge, Kolkata - WBPCB",2024-04-30,153.0,46.45,91.4,12.9,20.18,0.16,135.88,28.0,mean_of_source_observations,35.0,52,22.8,1000.4,129.0,130.0,148.0,135.66666666666666,115.0,119.0,1,4,0.8724040568049612,-0.48878539428899265
"Ballygunge, Kolkata - WBPCB",2024-05-01,119.0,46.73,115.68,12.69,16.07,0.4,113.03,27.64,mean_of_source_observations,35.0,47,21.2,999.8,153.0,129.0,130.0,137.33333333333334,123.42857142857143,127.0,2,5,0.8638670987837349,-0.503719798736334
"Ballygunge, Kolkata - WBPCB",2024-05-02,127.0,37.76,88.39,13.06,12.6,0.38,118.68,30.16,mean_of_source_observations,33.6,64,25.6,1000.3,119.0,153.0,129.0,133.66666666666666,126.57142857142857,120.0,3,5,0.8550745085896932,-0.518505144391157
"Ballygunge, Kolkata - WBPCB",2024-05-03,120.0,33.52,93.54,11.01,8.49,0.25,113.77,30.38,mean_of_source_observations,33.1,61,16.1,1004.0,127.0,119.0,153.0,133.0,125.57142857142857,58.0,4,5,0.8460288880917339,-0.533137056031809
"Ballygunge, Kolkata - WBPCB",2024-05-04,58.0,26.88,58.18,10.3,5.56,0.44,55.79,36.13,mean_of_source_observations,32.4,70,21.8,1004.5,120.0,127.0,119.0,122.0,132.28571428571428,60.0,5,5,0.8367329140344921,-0.5476112038402312
"Ballygunge, Kolkata - WBPCB",2024-05-05,60.0,25.51,60.4,9.7,5.64,0.53,58.72,32.53,mean_of_source_observations,32.1,71,26.8,1002.0,58.0,120.0,127.0,101.66666666666667,119.42857142857143,49.0,6,5,0.8271893372462497,-0.5619233046832195
"Ballygunge, Kolkata - WBPCB",2024-05-06,49.0,16.96,49.14,10.93,6.49,0.35,44.87,30.83,mean_of_source_observations,30.1,79,34.4,1004.1,60.0,58.0,120.0,79.33333333333333,109.42857142857143,75.0,0,5,0.8174009818249189,-0.5760691233798758
"Ballygunge, Kolkata - WBPCB",2024-05-07,75.0,12.52,28.37,20.03,8.98,0.4,74.84,73.33,mean_of_source_observations,28.5,77,25.0,1008.1,49.0,60.0,58.0,55.666666666666664,98.0,61.0,1,5,0.8073707443023492,-0.5900444739548627
"Ballygunge, Kolkata - WBPCB",2024-05-08,61.0,11.03,25.23,16.74,7.46,0.43,60.87,105.19,mean_of_source_observations,26.7,82,17.4,1009.0,75.0,49.0,60.0,61.333333333333336,86.85714285714286,54.0,2,5,0.7971015927871943,-0.6038452208771035
"Ballygunge, Kolkata - WBPCB",2024-05-09,54.0,14.98,41.44,18.92,6.96,0.54,53.99,91.2,mean_of_source_observations,26.7,86,16.5,1007.9,61.0,75.0,49.0,61.666666666666664,78.57142857142857,62.0,3,5,0.7865965660866021,-0.6174672802835514
"Ballygunge, Kolkata - WBPCB",2024-05-10,62.0,18.11,36.79,19.38,10.04,0.47,62.12,92.23,mean_of_source_observations,26.8,86,12.7,1008.3,54.0,61.0,75.0,63.333333333333336,68.14285714285714,53.0,4,5,0.7758587728069828,-0.6309066211876704
"Ballygunge, Kolkata - WBPCB",2024-05-11,53.0,15.08,34.64,17.79,6.84,0.5,52.6,81.0,mean_of_source_observations,28.1,85,19.9,1008.6,62.0,54.0,61.0,59.0,59.857142857142854,69.0,5,5,0.7648913904341226,-0.6441592666722685
"Ballygunge, Kolkata - WBPCB",2024-05-12,69.0,23.59,46.67,20.3,7.35,0.45,68.72,80.45,mean_of_source_observations,27.9,83,15.8,1008.9,53.0,62.0,54.0,56.333333333333336,59.142857142857146,75.0,6,5,0.753697664392914,-0.6572212950663319
"Ballygunge, Kolkata - WBPCB",2024-05-13,75.0,26.23,51.17,22.4,8.64,0.4,74.87,74.24,mean_of_source_observations,29.2,78,13.2,1008.3,69.0,53.0,62.0,61.333333333333336,60.42857142857143,61.0,0,5,0.742280907086982,-0.6700888411055113
"Ballygunge, Kolkata - WBPCB",2024-05-14,61.0,26.5,46.1,16.96,9.36,0.42,61.24,37.07,mean_of_source_observations,29.7,81,12.0,1008.2,75.0,69.0,53.0,65.66666666666667,64.14285714285714,54.0,1,5,0.7306444969184916,-0.6827580970759147
"Ballygunge, Kolkata - WBPCB",2024-05-15,54.0,21.35,43.27,16.37,8.72,0.46,54.18,26.27,mean_of_source_observations,30.4,75,12.4,1008.7,61.0,75.0,69.0,68.33333333333333,62.142857142857146,51.0,2,5,0.7187918772884232,-0.6952253139408722
"Ballygunge, Kolkata - WBPCB",2024-05-16,51.0,16.93,37.97,14.87,6.19,0.46,51.22,23.72,mean_of_source_observations,30.7,76,13.6,1008.1,54.0,61.0,75.0,63.333333333333336,61.142857142857146,58.0,3,5,0.7067265555776158,-0.7074868024503348
"Ballygunge, Kolkata - WBPCB",2024-05-17,58.0,20.11,36.4,13.16,5.45,0.51,58.48,24.01,mean_of_source_observations,31.8,73,19.4,1005.8,51.0,54.0,61.0,55.333333333333336,60.714285714285715,80.0,4,5,0.6944521021088763,-0.719538934232584
"Ballygunge, Kolkata - WBPCB",2024-05-18,80.0,25.67,54.1,18.75,8.64,0.48,80.47,25.41,mean_of_source_observations,32.0,72,17.1,1004.1,58.0,51.0,54.0,54.333333333333336,60.142857142857146,64.0,5,5,0.6819721490904629,-0.7313781428679254
"Ballygunge, Kolkata - WBPCB",2024-05-19,64.0,24.28,43.53,18.67,8.98,0.34,63.57,23.37,mean_of_source_observations,31.0,75,14.2,1003.2,80.0,58.0,51.0,63.0,64.0,48.0,6,5,0.6692903895412567,-0.7430009249440493
"Ballygunge, Kolkata - WBPCB",2024-05-20,48.0,11.07,23.54,16.13,6.56,0.38,47.57,21.24,mean_of_source_observations,29.3,84,16.7,1003.7,64.0,80.0,58.0,67.33333333333333,63.285714285714285,50.0,0,5,0.6564105761979381,-0.7544038410927472
"Ballygunge, Kolkata - WBPCB",2024-05-21,50.0,15.06,39.82,19.96,8.35,0.54,49.73,22.99,mean_of_source_observations,29.4,83,13.8,1004.0,48.0,64.0,80.0,64.0,59.42857142857143,47.0,1,5,0.6433365204044917,-0.765583517007675
"Ballygunge, Kolkata - WBPCB",2024-05-22,47.0,10.89,29.81,26.27,4.58,0.95,39.79,22.2,mean_of_source_observations,29.9,79,13.7,1004.1,50.0,48.0,64.0,54.0,57.857142857142854,47.0,2,5,0.6300720909843687,-0.7765366444428655
"Ballygunge, Kolkata - WBPCB",2024-05-23,47.0,18.06,37.11,16.87,5.18,0.95,46.21,29.8,mean_of_source_observations,30.1,78,21.7,1002.7,47.0,50.0,48.0,48.333333333333336,56.857142857142854,58.0,3,5,0.6166212130956382,-0.7872599821916922
"Ballygunge, Kolkata - WBPCB",2024-05-24,58.0,19.22,53.04,17.12,6.9,0.56,57.98,41.22,mean_of_source_observations,30.9,75,15.5,1000.9,47.0,47.0,50.0,48.0,56.285714285714285,60.0,4,5,0.6029878670694714,-0.7977503570459932
"Ballygunge, Kolkata - WBPCB",2024-05-25,60.0,19.31,60.02,21.53,4.78,0.42,60.12,40.62,mean_of_source_observations,31.2,75,16.0,998.6,58.0,47.0,47.0,50.666666666666664,56.285714285714285,43.0,5,5,0.5891760872322963,-0.8080046647350754
"Ballygunge, Kolkata - WBPCB",2024-05-26,43.0,9.77,34.9,11.68,4.53,0.37,42.93,34.26,mean_of_source_observations,27.9,87,43.2,992.9,60.0,58.0,47.0,55.0,53.42857142857143,51.0,6,5,0.5751899607119775,-0.8180198708443175
"Ballygunge, Kolkata - WBPCB",2024-05-27,51.0,9.69,29.81,14.15,4.7,0.43,50.95,34.04,mean_of_source_observations,26.9,90,45.1,987.0,43.0,60.0,58.0,53.666666666666664,50.42857142857143,62.0,0,5,0.5610336262283677,-0.8277930117131022
"Ballygunge, Kolkata - WBPCB",2024-05-28,62.0,26.78,61.78,23.37,6.04,0.49,50.18,43.99,mean_of_source_observations,30.7,81,22.9,996.4,51.0,43.0,60.0,51.333333333333336,50.857142857142854,85.0,1,5,0.5467112728685939,-0.8373211953118121
"Ballygunge, Kolkata - WBPCB",2024-05-29,85.0,30.39,84.63,8.15,3.22,0.39,51.73,36.27,mean_of_source_observations,31.9,83,31.1,997.7,62.0,51.0,43.0,52.0,52.57142857142857,68.0,2,5,0.5322271388474397,-0.8466016020976267
"Ballygunge, Kolkata - WBPCB",2024-05-30,68.0,23.52,68.3,8.97,4.58,0.41,48.72,36.96,mean_of_source_observations,31.7,80,30.3,1000.1,85.0,62.0,51.0,66.0,58.0,65.0,3,5,0.5175855102531889,-0.8556314858488706
"Ballygunge, Kolkata - WBPCB",2024-05-31,65.0,21.39,40.25,20.75,6.78,0.62,64.72,44.42,mean_of_source_observations,30.8,82,28.2,1001.9,68.0,85.0,62.0,71.66666666666667,61.0,52.0,4,5,0.5027907197793043,-0.8644081744776648
"Ballygunge, Kolkata - WBPCB",2024-06-01,52.0,21.2,52.07,9.01,3.4,0.61,45.7,43.37,mean_of_source_observations,30.7,83,23.6,1003.3,65.0,68.0,85.0,72.66666666666667,62.0,49.0,5,6,0.4878471454423119,-0.8729290708206411
"Ballygunge, Kolkata - WBPCB",2024-06-02,49.0,16.88,48.92,8.57,2.98,0.28,42.57,40.73,mean_of_source_observations,31.2,81,21.6,1003.9,52.0,65.0,68.0,61.666666666666664,60.857142857142854,80.0,6,6,0.47275920928627757,-0.881191653407483
"Ballygunge, Kolkata - WBPCB",2024-06-03,80.0,18.23,42.38,12.68,3.89,0.26,79.78,37.08,mean_of_source_observations,31.0,78,21.3,1003.3,49.0,52.0,65.0,55.333333333333336,61.714285714285715,60.0,0,6,0.4575313760742512,-0.8891934772070711
"Ballygunge, Kolkata - WBPCB",2024-06-04,60.0,24.16,51.63,12.92,3.28,0.26,60.12,34.95,mean_of_source_observations,31.4,79,19.6,1003.2,80.0,49.0,52.0,60.333333333333336,65.85714285714286,86.0,1,6,0.44216815196707204,-0.8969321743510065
"Ballygunge, Kolkata - WBPCB",2024-06-05,86.0,30.13,62.86,23.4,6.08,0.38,86.19,39.31,mean_of_source_observations,31.5,80,21.1,1003.5,60.0,80.0,49.0,63.0,65.57142857142857,81.0,2,6,0.42667408318992467,-0.9044054548343001
"Ballygunge, Kolkata - WBPCB",2024-06-06,81.0,33.2,67.37,15.79,5.23,0.46,80.84,38.27,mean_of_source_observations,31.4,83,19.3,1003.3,86.0,60.0,80.0,75.33333333333333,65.71428571428571,64.0,3,6,0.4110537546870351,-0.9116111071930239
"Ballygunge, Kolkata - WBPCB",2024-06-07,64.0,31.88,63.49,15.13,5.91,0.48,64.21,34.14,mean_of_source_observations,31.3,79,22.4,1002.0,81.0,86.0,60.0,75.66666666666667,67.57142857142857,55.0,4,6,0.3953117887649151,-0.9185469991587165
"Ballygunge, Kolkata - WBPCB",2024-06-08,55.0,27.76,55.32,12.43,4.83,0.42,54.87,31.21,mean_of_source_observations,31.3,78,21.3,1000.9,64.0,81.0,86.0,77.0,67.42857142857143,71.0,5,6,0.37945284372454435,-0.925211078289358
"Ballygunge, Kolkata - WBPCB",2024-06-09,71.0,27.49,61.62,13.94,4.59,0.32,70.93,31.62,mean_of_source_observations,31.9,79,17.1,1000.1,55.0,64.0,81.0,66.66666666666667,67.85714285714286,65.0,6,6,0.36348161248290634,-0.9316013725767187
"Ballygunge, Kolkata - WBPCB",2024-06-10,65.0,26.2,58.03,10.56,4.11,0.35,65.12,31.57,mean_of_source_observations,32.0,76,18.4,1000.5,71.0,55.0,64.0,63.333333333333336,71.0,52.0,0,6,0.3474028211842774,-0.9377159910299093
"Ballygunge, Kolkata - WBPCB",2024-06-11,52.0,16.76,44.77,9.0,3.24,0.34,52.07,29.8,mean_of_source_observations,31.8,76,19.1,1000.3,65.0,71.0,55.0,63.666666666666664,68.85714285714286,51.0,1,6,0.3312212278016865,-0.9435531242349544
"Ballygunge, Kolkata - WBPCB",2024-06-12,51.0,21.65,46.3,10.48,4.24,0.54,51.11,30.87,mean_of_source_observations,31.5,76,20.1,1000.9,52.0,65.0,71.0,62.666666666666664,67.71428571428571,52.0,2,6,0.31494162072895193,-0.9491110448902284
"Ballygunge, Kolkata - WBPCB",2024-06-13,52.0,24.26,52.41,11.3,3.66,0.61,51.37,25.95,mean_of_source_observations,32.0,75,24.7,999.9,51.0,52.0,65.0,56.0,62.714285714285715,71.0,3,6,0.2985688173637202,-0.9543881083175908
"Ballygunge, Kolkata - WBPCB",2024-06-14,71.0,30.66,66.99,13.26,3.02,0.58,71.16,24.98,mean_of_source_observations,32.5,75,19.9,998.8,52.0,51.0,52.0,51.666666666666664,58.57142857142857,60.0,4,6,0.2821076626819194,-0.9593827529490743
"Ballygunge, Kolkata - WBPCB",2024-06-15,60.0,28.65,60.0,11.89,4.64,0.34,57.67,24.15,mean_of_source_observations,32.2,76,22.0,999.1,71.0,52.0,51.0,58.0,59.57142857142857,51.0,5,6,0.26556302780405594,-0.9640935007889755
"Ballygunge, Kolkata - WBPCB",2024-06-16,51.0,25.03,49.87,12.24,4.63,0.28,50.52,23.96,mean_of_source_observations,32.6,73,20.0,1000.7,60.0,71.0,52.0,61.0,60.285714285714285,52.0,6,6,0.24893980855376657,-0.9685189578512204
"Ballygunge, Kolkata - WBPCB",2024-06-17,52.0,26.09,51.75,11.12,4.37,0.29,52.27,22.51,mean_of_source_observations,32.5,74,29.1,1001.0,51.0,60.0,71.0,60.666666666666664,57.42857142857143,56.0,0,6,0.23224292400907015,-0.9726578145718654
"Ballygunge, Kolkata - WBPCB",2024-06-18,56.0,27.84,55.88,15.76,4.66,0.47,46.97,23.3,mean_of_source_observations,30.6,83,24.5,999.5,52.0,51.0,60.0,54.333333333333336,55.57142857142857,55.0,1,6,0.21547731504673012,-0.976508846196619
"Ballygunge, Kolkata - WBPCB",2024-06-19,55.0,27.39,55.48,21.47,3.55,0.55,45.82,22.81,mean_of_source_observations,30.3,83,23.4,998.7,56.0,52.0,51.0,53.0,56.142857142857146,51.0,2,6,0.19864794288017112,-0.9800709131432666
"Ballygunge, Kolkata - WBPCB",2024-06-20,51.0,16.24,33.64,16.55,4.77,0.34,51.04,20.75,mean_of_source_observations,29.5,85,20.0,999.6,55.0,56.0,52.0,54.333333333333336,56.714285714285715,44.0,3,6,0.18175978759137534,-0.9833429613388902
"Ballygunge, Kolkata - WBPCB",2024-06-21,44.0,24.75,44.08,18.35,3.83,0.4,34.24,16.16,mean_of_source_observations,29.1,86,12.0,1000.7,51.0,55.0,56.0,54.0,56.57142857142857,29.0,4,6,0.16481784665719793,-0.9863240225317866
"Ballygunge, Kolkata - WBPCB",2024-06-22,29.0,15.94,28.71,14.96,5.39,0.33,8.16,16.19,mean_of_source_observations,29.3,83,17.3,1000.2,44.0,51.0,55.0,50.0,52.714285714285715,23.0,5,6,0.14782713347053048,-0.9890132145779883
"Ballygunge, Kolkata - WBPCB",2024-06-23,23.0,8.9,23.02,13.27,3.22,0.25,8.75,14.79,mean_of_source_observations,29.6,83,16.7,1000.9,29.0,44.0,51.0,41.333333333333336,48.285714285714285,37.0,6,6,0.13079267585675922,-0.9914097417023038
"Ballygunge, Kolkata - WBPCB",2024-06-24,37.0,13.62,36.74,12.31,3.7,0.26,19.19,15.08,mean_of_source_observations,30.2,79,18.4,1000.2,23.0,29.0,44.0,32.0,44.285714285714285,38.0,0,6,0.11371951458594969,-0.9935128947338007
"Ballygunge, Kolkata - WBPCB",2024-06-25,38.0,18.67,38.11,11.98,4.53,0.34,26.11,20.13,mean_of_source_observations,30.8,77,16.1,999.6,37.0,23.0,29.0,29.666666666666668,42.142857142857146,32.0,1,6,0.0966127018812031,-0.9953220513156602
"Ballygunge, Kolkata - WBPCB",2024-06-26,32.0,10.69,31.56,12.18,3.35,0.34,27.41,23.67,mean_of_source_observations,30.1,79,14.0,1000.3,38.0,37.0,23.0,32.666666666666664,39.57142857142857,29.0,2,6,0.07947729992362097,-0.9968366760893436
"Ballygunge, Kolkata - WBPCB",2024-06-27,29.0,10.28,21.46,12.91,6.44,0.4,29.27,20.94,mean_of_source_observations,29.0,85,17.3,1001.3,32.0,38.0,37.0,35.666666666666664,36.285714285714285,27.0,3,6,0.062318379354325076,-0.998056320853012
"Ballygunge, Kolkata - WBPCB",2024-06-28,27.0,10.4,23.77,14.89,5.55,0.44,26.83,14.98,mean_of_source_observations,29.1,86,13.8,999.3,29.0,32.0,38.0,33.0,33.142857142857146,25.0,4,6,0.04514101777397193,-0.9989806246941579
"Ballygunge, Kolkata - WBPCB",2024-06-29,25.0,14.13,25.03,16.1,3.13,0.49,23.92,17.15,mean_of_source_observations,28.9,87,16.9,999.3,27.0,29.0,32.0,29.333333333333332,30.714285714285715,46.0,5,6,0.02795029824021032,-0.999609314096404
"Ballygunge, Kolkata - WBPCB",2024-06-30,46.0,27.87,44.25,17.75,3.31,0.39,23.6,29.38,mean_of_source_observations,28.2,89,18.8,999.6,25.0,27.0,29.0,27.0,30.142857142857142,45.0,6,6,0.01075130776352193,-0.9999422030204416
"Ballygunge, Kolkata - WBPCB",2024-07-01,45.0,26.86,45.03,17.76,4.71,0.52,26.44,30.4,mean_of_source_observations,28.1,88,19.6,999.2,46.0,25.0,27.0,32.666666666666664,33.42857142857143,32.0,0,7,-0.00645086419810515,-0.9999791929590823
"Ballygunge, Kolkata - WBPCB",2024-07-02,32.0,18.49,32.12,19.11,3.25,0.56,24.77,35.1,mean_of_source_observations,27.4,91,18.4,998.3,45.0,46.0,25.0,38.666666666666664,34.57142857142857,40.0,1,7,-0.023651127245231586,-0.9997202729664083
"Ballygunge, Kolkata - WBPCB",2024-07-03,40.0,21.96,40.35,21.01,4.99,0.39,28.89,36.52,mean_of_source_observations,27.2,91,18.6,1000.0,32.0,45.0,46.0,41.0,33.714285714285715,46.0,2,7,-0.04084439154329611,-0.9991655196610109
"Ballygunge, Kolkata - WBPCB",2024-07-04,46.0,21.11,46.06,20.85,5.2,0.43,26.01,36.68,mean_of_source_observations,28.1,87,20.0,1001.5,40.0,32.0,45.0,39.0,34.857142857142854,50.0,3,7,-0.05802556932878035,-0.9983150972033183
"Ballygunge, Kolkata - WBPCB",2024-07-05,50.0,18.55,49.6,17.17,5.4,0.33,23.04,36.77,mean_of_source_observations,29.0,83,20.3,1000.9,46.0,40.0,32.0,39.333333333333336,37.285714285714285,52.0,4,7,-0.07518957641475855,-0.9971692572470178
"Ballygunge, Kolkata - WBPCB",2024-07-06,52.0,21.02,51.69,21.18,5.25,0.2,23.29,34.85,mean_of_source_observations,28.8,84,19.4,1000.8,50.0,46.0,40.0,45.333333333333336,40.57142857142857,39.0,5,7,-0.09233133369539122,-0.9957283388645872
"Ballygunge, Kolkata - WBPCB",2024-07-07,39.0,12.09,38.65,20.12,4.97,0.26,23.35,35.51,mean_of_source_observations,29.0,83,17.2,1002.3,52.0,50.0,46.0,49.333333333333336,44.42857142857143,39.0,6,7,-0.10944576864891556,-0.993992768446958
"Ballygunge, Kolkata - WBPCB",2024-07-08,39.0,10.81,38.73,17.89,6.06,0.27,23.21,39.22,mean_of_source_observations,29.1,81,16.5,1002.8,39.0,52.0,50.0,47.0,43.42857142857143,36.0,0,7,-0.12652781683868314,-0.9919630595773397
"Ballygunge, Kolkata - WBPCB",2024-07-09,36.0,12.51,36.15,15.99,4.5,0.36,23.89,36.22,mean_of_source_observations,29.3,82,18.3,1003.7,39.0,39.0,52.0,43.333333333333336,42.57142857142857,43.0,1,7,-0.1435724234118113,-0.9896398128792412
"Ballygunge, Kolkata - WBPCB",2024-07-10,43.0,19.28,43.41,14.16,5.35,0.36,24.14,34.47,mean_of_source_observations,29.7,80,22.3,1004.1,36.0,39.0,39.0,38.0,43.142857142857146,66.0,2,7,-0.16057454459499376,-0.9870237158387383
"Ballygunge, Kolkata - WBPCB",2024-07-11,66.0,33.56,65.53,17.24,5.31,0.29,24.51,37.08,mean_of_source_observations,29.7,83,19.3,1001.3,43.0,36.0,39.0,39.333333333333336,43.57142857142857,37.0,3,7,-0.17752914918703497,-0.984115542601034
"Ballygunge, Kolkata - WBPCB",2024-07-12,37.0,18.93,36.67,18.42,4.95,0.41,20.31,44.22,mean_of_source_observations,28.3,87,16.1,999.5,66.0,43.0,36.0,48.333333333333336,46.42857142857143,47.0,4,7,-0.19443122004766195,-0.9809161537413774
"Ballygunge, Kolkata - WBPCB",2024-07-13,47.0,19.76,46.68,17.97,7.85,0.41,21.92,46.43,mean_of_source_observations,28.6,85,18.8,997.6,37.0,66.0,43.0,48.666666666666664,44.57142857142857,35.0,5,7,-0.2112757555821793,-0.9774264960104055
"Ballygunge, Kolkata - WBPCB",2024-07-14,35.0,12.73,34.65,16.19,6.12,0.38,21.37,42.56,mean_of_source_observations,29.2,84,15.5,997.5,47.0,37.0,66.0,50.0,43.857142857142854,24.0,6,7,-0.2280577712215198,-0.9736476020539838
"Ballygunge, Kolkata - WBPCB",2024-07-15,24.0,9.74,21.22,19.25,7.21,0.4,21.13,41.66,mean_of_source_observations,29.3,82,23.8,999.1,35.0,47.0,37.0,39.666666666666664,43.285714285714285,37.0,0,7,-0.24477230089725957,-0.9695805901076308
"Ballygunge, Kolkata - WBPCB",2024-07-16,37.0,11.39,21.06,18.98,7.79,0.36,37.1,37.35,mean_of_source_observations,29.3,82,14.5,1000.4,24.0,35.0,47.0,35.333333333333336,41.142857142857146,50.0,1,7,-0.2614143985111562,-0.965226663665613
"Ballygunge, Kolkata - WBPCB",2024-07-17,50.0,9.63,22.86,14.48,5.39,0.61,49.67,32.55,mean_of_source_observations,29.3,84,13.9,1000.4,37.0,24.0,35.0,32.0,41.285714285714285,32.0,2,7,-0.2779791393987801,-0.9605871111248129
"Ballygunge, Kolkata - WBPCB",2024-07-18,32.0,11.32,28.1,15.35,5.85,0.61,32.46,34.2,mean_of_source_observations,29.9,80,24.1,998.7,50.0,37.0,24.0,37.0,42.285714285714285,33.0,3,7,-0.2944616217868012,-0.9556633054034704
"Ballygunge, Kolkata - WBPCB",2024-07-19,33.0,12.75,26.64,16.26,2.28,0.44,32.53,31.29,mean_of_source_observations,29.3,81,24.5,996.6,32.0,50.0,37.0,39.666666666666664,37.42857142857143,33.0,4,7,-0.3108569682435036,-0.9504567035349151
"Ballygunge, Kolkata - WBPCB",2024-07-20,33.0,13.18,26.81,16.06,2.91,0.42,33.02,29.54,mean_of_source_observations,29.5,79,25.5,997.2,33.0,32.0,50.0,38.333333333333336,36.857142857142854,33.0,5,7,-0.3271603271220951,-0.9449688462364056
